id,input_matrix,output_matrix,functions
147,"[[0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [8 0 0 0 0 5 0 0 0 0]
 [8 0 0 0 0 5 0 0 0 0]
 [8 0 0 5 5 5 0 0 0 0]
 [2 0 0 5 0 0 0 0 0 0]
 [2 0 0 5 0 0 0 0 0 0]
 [2 0 0 5 5 5 5 0 0 0]
 [2 0 0 0 0 0 5 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [8 0 0 0 0 8 0 0 0 0]
 [8 0 0 0 0 8 0 0 0 0]
 [8 0 0 8 8 8 0 0 0 0]
 [2 0 0 2 0 0 0 0 0 0]
 [2 0 0 2 0 0 0 0 0 0]
 [2 0 0 2 2 2 2 0 0 0]
 [2 0 0 0 0 0 2 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","['objects', 'extract', 'color', 'numcolors', 'normalize', 'frozenset', 'uppermost', 'leftmost', 'shift', 'paint']"
148,"[[0 0 0 0 0 0 0 0 0 0 0]
 [0 1 1 1 4 0 0 0 0 0 0]
 [0 1 4 1 1 0 0 0 0 0 0]
 [0 1 1 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 1 1 1 1 1 0]
 [0 0 0 0 1 1 1 1 1 1 0]
 [0 0 0 0 1 1 6 1 1 1 0]
 [0 0 0 0 1 1 1 1 1 1 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[1 1 1 1 1 1]
 [1 1 1 1 1 1]
 [1 1 6 1 1 1]
 [1 1 1 1 1 1]]","['isinstance', 'tuple', 'objects', 'rbind', 'apply', 'compose', 'argmin']"
149,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 1 1 1 1 4 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 4 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 1 1 1 6 1 0 0 0 1 1 1 1 1 0 0 0 0]
 [0 0 1 1 6 1 1 1 0 0 0 1 1 1 1 1 0 0 0 0]
 [0 0 1 1 1 1 1 1 0 0 0 1 1 6 1 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 1 1 1 4 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 1 6 1 1 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0]
 [0 0 1 1 1 1 1 1 1 0 0 1 1 1 4 1 0 0 0 0]
 [0 0 1 1 1 1 1 4 1 0 0 1 1 1 1 1 0 0 0 0]
 [0 0 1 1 4 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0]
 [0 0 1 1 1 6 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 1 1 1 1 1 1 0 0 0 1 4 1 1 1 0 0 0]
 [0 0 1 1 4 1 1 6 1 0 0 0 1 1 1 6 1 0 0 0]
 [0 0 1 1 1 1 1 1 1 0 0 0 6 1 1 1 1 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[1 4 1 1 1]
 [1 1 1 6 1]
 [6 1 1 1 1]]","['isinstance', 'tuple', 'objects', 'rbind', 'apply', 'compose', 'argmin']"
150,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 1 1 1 1 6 1 4 1 0 0 0 1 1 1 1 1 1 0 0 0]
 [0 1 1 4 1 1 1 1 1 0 0 0 1 1 6 1 1 1 0 0 0]
 [0 1 1 1 1 4 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0]
 [0 1 1 1 1 1 1 1 6 0 0 0 1 1 1 4 1 1 0 0 0]
 [0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 1 1 1 0 0 0]
 [0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 4 1 0 0 0]
 [0 0 0 0 0 1 6 1 1 1 1 0 1 1 6 1 1 1 0 0 0]
 [0 0 0 0 0 1 1 1 1 6 1 0 1 1 1 1 1 1 0 0 0]
 [1 1 1 6 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0]
 [6 1 1 1 0 1 1 1 4 1 1 0 0 0 0 0 0 0 0 0 0]
 [1 4 1 6 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
 [1 1 1 1 0 1 6 1 1 1 1 0 0 0 1 1 1 1 4 0 0]
 [0 0 0 0 0 1 1 1 1 4 1 0 0 0 1 4 1 1 1 0 0]
 [0 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 6 1 0 0]
 [0 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0]
 [0 0 0 0 0 0 0 0 0 0 1 4 1 1 1 1 4 1 4 1 0]
 [0 0 0 0 0 0 0 0 0 0 1 1 1 6 1 1 1 1 1 1 0]]","[[1 1 1 1 4]
 [1 4 1 1 1]
 [1 1 1 6 1]
 [1 1 1 1 1]]","['isinstance', 'tuple', 'objects', 'rbind', 'apply', 'compose', 'argmin']"
151,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 4 1 1 1 1 0 0 0]
 [0 0 0 0 0 0 1 1 1 1 1 1 0 0 0]
 [0 0 0 0 0 0 1 1 6 1 6 1 0 0 0]
 [0 0 0 0 0 0 1 1 1 1 1 1 0 0 0]
 [1 1 1 1 1 0 1 1 1 1 4 1 0 0 0]
 [1 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
 [1 4 1 1 1 0 0 0 0 0 0 0 0 0 0]
 [1 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
 [1 1 4 1 1 0 0 0 0 0 0 0 0 0 0]
 [1 1 1 1 1 0 0 0 0 1 1 1 1 1 1]
 [1 1 1 1 1 0 0 0 0 1 1 1 1 1 1]
 [0 0 0 0 0 0 0 0 0 1 6 1 6 1 1]
 [1 1 1 1 4 0 0 0 0 1 1 4 1 1 1]
 [1 4 1 1 1 0 0 0 0 1 1 1 1 1 1]
 [1 1 6 1 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 1 1 1 1 1 1 1 0 0 0]
 [0 0 0 0 4 1 1 6 1 4 1 1 0 0 0]
 [0 0 0 0 1 4 1 1 1 1 6 1 0 0 0]]","[[1 1 1 1 1]
 [1 1 1 1 1]
 [1 4 1 1 1]
 [1 1 1 1 1]
 [1 1 4 1 1]
 [1 1 1 1 1]
 [1 1 1 1 1]]","['isinstance', 'tuple', 'objects', 'rbind', 'apply', 'compose', 'argmin']"
152,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 1 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 1 1 1 0 0 1 1 1 1 1 1 0 0 0 0 0 0]
 [0 4 1 6 0 0 1 6 1 1 4 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 1 1 6 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1]
 [0 1 4 1 0 0 1 6 1 1 1 1 0 1 1 1 1 1]
 [0 6 1 1 0 0 0 0 0 0 0 0 0 1 6 1 1 1]
 [0 1 1 6 0 0 0 0 0 0 0 0 0 1 1 1 4 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 1 1 1 6 1 1 1 1 1 0 0 0 0 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1]
 [0 0 1 1 1 1 1 1 1 1 4 1 0 0 1 1 6 1]
 [0 0 1 1 1 6 1 1 1 6 1 1 0 0 6 1 1 1]
 [0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 4 1]
 [0 0 1 1 1 1 1 6 1 1 1 1 0 0 0 0 0 0]
 [0 0 1 4 1 1 1 1 1 1 1 1 0 0 0 0 0 0]
 [0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[1 1 1 1 1]
 [1 1 1 1 1]
 [1 6 1 1 1]
 [1 1 1 4 1]
 [1 1 1 1 1]]","['isinstance', 'tuple', 'objects', 'rbind', 'apply', 'compose', 'argmin']"
153,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 8 8 8 8 8 8 8 8 8 8 8 8 8 0]
 [0 8 8 8 8 8 8 8 8 8 8 8 8 8 0]
 [0 8 8 1 1 8 8 8 3 3 8 8 8 8 0]
 [0 8 8 1 1 8 8 8 3 3 8 8 8 8 0]
 [0 8 8 8 8 8 8 8 8 8 8 8 8 8 0]
 [0 8 8 8 8 8 8 8 2 2 8 8 8 8 0]
 [0 8 8 8 8 8 8 8 2 2 8 8 8 8 0]
 [0 8 8 8 8 8 8 8 8 8 8 8 8 8 0]
 [0 8 8 8 8 8 8 8 8 8 8 8 8 8 0]
 [0 8 8 8 8 8 8 8 8 8 8 8 8 8 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[1 3]
 [0 2]]","['tuples', 'isinstance', 'tuple', 'objects', 'sfilter', 'palette', 'print', 'size', 'canvas', 'first', 'subgrid', 'height', 'width', 'halve', 'astuple', 'crop', 'safe_color', 'color', 'fill', 'initset']"
154,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 8 8 8 8 8 8 8 8 0 0 0 0 0]
 [0 0 8 2 2 8 8 8 8 8 0 0 0 0 0]
 [0 0 8 2 2 8 8 8 8 8 0 0 0 0 0]
 [0 0 8 8 8 8 8 8 8 8 0 0 0 0 0]
 [0 0 8 8 8 8 8 8 8 8 0 0 0 0 0]
 [0 0 8 8 8 8 8 3 3 8 0 0 0 0 0]
 [0 0 8 8 8 8 8 3 3 8 0 0 0 0 0]
 [0 0 8 8 8 8 8 8 8 8 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[2 0]
 [0 3]]","['tuples', 'isinstance', 'tuple', 'objects', 'sfilter', 'palette', 'print', 'size', 'canvas', 'first', 'subgrid', 'height', 'width', 'halve', 'astuple', 'crop', 'safe_color', 'color', 'fill', 'initset']"
155,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 8 8 8 8 8 8 8 8 8 0 0 0 0 0 0]
 [0 8 8 8 8 8 8 8 8 8 0 0 0 0 0 0]
 [0 8 5 5 8 8 4 4 8 8 0 0 0 0 0 0]
 [0 8 5 5 8 8 4 4 8 8 0 0 0 0 0 0]
 [0 8 8 8 8 8 8 8 8 8 0 0 0 0 0 0]
 [0 8 8 8 8 8 8 8 8 8 0 0 0 0 0 0]
 [0 8 8 8 8 8 8 8 8 8 0 0 0 0 0 0]
 [0 8 3 3 8 8 8 8 8 8 0 0 0 0 0 0]
 [0 8 3 3 8 8 8 8 8 8 0 0 0 0 0 0]
 [0 8 8 8 8 8 8 8 8 8 0 0 0 0 0 0]
 [0 8 8 8 8 8 8 8 8 8 0 0 0 0 0 0]
 [0 8 8 8 8 8 8 8 8 8 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[5 4]
 [3 0]]","['tuples', 'isinstance', 'tuple', 'objects', 'sfilter', 'palette', 'print', 'size', 'canvas', 'first', 'subgrid', 'height', 'width', 'halve', 'astuple', 'crop', 'safe_color', 'color', 'fill', 'initset']"
156,"[[8 7 8]
 [7 8 8]
 [8 5 1]]","[[1 5 8 1 5 8 8 7 8 8 7 8]
 [8 8 7 8 8 7 5 8 7 5 8 7]
 [8 7 8 8 7 8 1 8 8 1 8 8]
 [1 5 8 1 5 8 8 7 8 8 7 8]
 [8 8 7 8 8 7 5 8 7 5 8 7]
 [8 7 8 8 7 8 1 8 8 1 8 8]
 [8 8 1 8 8 1 8 7 8 8 7 8]
 [7 8 5 7 8 5 7 8 8 7 8 8]
 [8 7 8 8 7 8 8 5 1 8 5 1]
 [8 8 1 8 8 1 8 7 8 8 7 8]
 [7 8 5 7 8 5 7 8 8 7 8 8]
 [8 7 8 8 7 8 8 5 1 8 5 1]]","['isinstance', 'tuple', 'rot180', 'rotation', 'rot90', 'clockwise', 'rot270', 'counterclockwise', 'input', '1', 'hconcat', '2', '3', '4', 'vconcat']"
157,"[[6 8 8]
 [8 6 8]
 [8 8 8]]","[[8 8 8 8 8 8 8 8 6 8 8 6]
 [8 6 8 8 6 8 8 6 8 8 6 8]
 [8 8 6 8 8 6 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 6 8 8 6]
 [8 6 8 8 6 8 8 6 8 8 6 8]
 [8 8 6 8 8 6 8 8 8 8 8 8]
 [8 8 8 8 8 8 6 8 8 6 8 8]
 [8 6 8 8 6 8 8 6 8 8 6 8]
 [6 8 8 6 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 6 8 8 6 8 8]
 [8 6 8 8 6 8 8 6 8 8 6 8]
 [6 8 8 6 8 8 8 8 8 8 8 8]]","['isinstance', 'tuple', 'rot180', 'rotation', 'rot90', 'clockwise', 'rot270', 'counterclockwise', 'input', '1', 'hconcat', '2', '3', '4', 'vconcat']"
158,"[[1 8 8]
 [8 8 8]
 [8 8 8]]","[[8 8 8 8 8 8 8 8 1 8 8 1]
 [8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 1 8 8 1 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 1 8 8 1]
 [8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 1 8 8 1 8 8 8 8 8 8]
 [8 8 8 8 8 8 1 8 8 1 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8]
 [1 8 8 1 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 1 8 8 1 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8]
 [1 8 8 1 8 8 8 8 8 8 8 8]]","['isinstance', 'tuple', 'rot180', 'rotation', 'rot90', 'clockwise', 'rot270', 'counterclockwise', 'input', '1', 'hconcat', '2', '3', '4', 'vconcat']"
159,"[[5 5 5 5 5 5 5 5 5]
 [5 5 5 5 5 5 5 5 5]
 [5 5 1 1 1 1 5 5 5]
 [5 5 1 5 5 1 5 5 5]
 [5 5 5 5 5 1 5 5 5]
 [5 5 1 1 1 1 5 5 5]
 [5 5 5 5 5 5 5 5 5]]","[[5 5 5 5 5 5 5 5 5]
 [5 5 5 5 5 5 5 5 5]
 [5 5 1 1 1 1 5 5 5]
 [5 5 1 2 2 1 5 5 5]
 [2 2 2 2 2 1 5 5 5]
 [5 5 1 1 1 1 5 5 5]
 [5 5 5 5 5 5 5 5 5]]","['isinstance', 'tuple', 'objects', 'apply', 'merge', 'fill', 'ofcolor', 'mostcolor', 'height', 'width', 'openings', 'frozenset', 'for', 'set', 'add']"
160,"[[8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8]
 [8 1 1 8 1 8 8 8 8 8]
 [8 1 8 8 1 8 8 8 8 8]
 [8 1 8 8 1 8 8 8 8 8]
 [8 1 1 1 1 8 8 8 8 8]
 [8 8 8 8 8 8 1 1 1 1]
 [8 8 8 8 8 8 1 8 8 1]
 [8 8 8 8 8 8 1 8 8 1]
 [8 8 8 8 8 8 1 1 8 1]
 [8 8 8 8 8 8 8 8 8 8]]","[[8 8 8 2 8 8 8 8 8 8]
 [8 8 8 2 8 8 8 8 8 8]
 [8 1 1 2 1 8 8 8 8 8]
 [8 1 2 2 1 8 8 8 8 8]
 [8 1 2 2 1 8 8 8 8 8]
 [8 1 1 1 1 8 8 8 8 8]
 [8 8 8 8 8 8 1 1 1 1]
 [8 8 8 8 8 8 1 2 2 1]
 [8 8 8 8 8 8 1 2 2 1]
 [8 8 8 8 8 8 1 1 2 1]
 [8 8 8 8 8 8 8 8 2 8]]","['isinstance', 'tuple', 'objects', 'apply', 'merge', 'fill', 'ofcolor', 'mostcolor', 'height', 'width', 'openings', 'frozenset', 'for', 'set', 'add']"
161,"[[9 1 9 1 1 9 9 9 9]
 [9 1 9 9 1 9 9 9 9]
 [9 1 9 9 1 9 9 9 9]
 [9 1 1 1 1 9 9 9 9]
 [9 9 9 9 9 9 9 9 9]
 [9 9 9 9 9 9 9 9 9]
 [9 9 1 1 1 1 9 9 9]
 [9 9 1 9 9 1 9 9 9]
 [9 9 1 9 9 9 9 9 9]
 [9 9 1 1 1 1 9 9 9]
 [9 9 9 9 9 9 9 9 9]]","[[9 1 2 1 1 9 9 9 9]
 [9 1 2 2 1 9 9 9 9]
 [9 1 2 2 1 9 9 9 9]
 [9 1 1 1 1 9 9 9 9]
 [9 9 9 9 9 9 9 9 9]
 [9 9 9 9 9 9 9 9 9]
 [9 9 1 1 1 1 9 9 9]
 [9 9 1 2 2 1 9 9 9]
 [9 9 1 2 2 2 2 2 2]
 [9 9 1 1 1 1 9 9 9]
 [9 9 9 9 9 9 9 9 9]]","['isinstance', 'tuple', 'objects', 'apply', 'merge', 'fill', 'ofcolor', 'mostcolor', 'height', 'width', 'openings', 'frozenset', 'for', 'set', 'add']"
162,"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [1 8 1 1 1 1]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]","[[0 8 0 0 0 0]
 [0 1 0 0 0 0]
 [0 1 0 0 0 0]
 [1 8 1 1 1 1]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]","['isinstance', 'tuple', 'height', 'width', '8', 'ofcolor', 'branch', 'greater', 'fill', 'initset', '2']"
163,"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 1 2 1 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0]
 [0 0 0 2 0 0 0]
 [0 0 0 1 0 0 0]
 [0 0 0 1 0 0 0]
 [0 0 0 1 0 0 0]
 [1 1 1 2 1 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]","['isinstance', 'tuple', 'height', 'width', '8', 'ofcolor', 'branch', 'greater', 'fill', 'initset', '2']"
164,"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [1 8 1 1 1 8 1 2 1]
 [0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 2 0]
 [0 8 0 0 0 8 0 1 0]
 [0 1 0 0 0 1 0 1 0]
 [0 1 0 0 0 1 0 1 0]
 [1 8 1 1 1 8 1 2 1]
 [0 0 0 0 0 0 0 0 0]]","['isinstance', 'tuple', 'height', 'width', '8', 'ofcolor', 'branch', 'greater', 'fill', 'initset', '2']"
165,"[[0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [1 1 2 1 1 1 8 1 1 1]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 2 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 8 0 0 0]
 [0 0 1 0 0 0 1 0 0 0]
 [0 0 1 0 0 0 1 0 0 0]
 [1 1 2 1 1 1 8 1 1 1]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","['isinstance', 'tuple', 'height', 'width', '8', 'ofcolor', 'branch', 'greater', 'fill', 'initset', '2']"
166,"[[0 2 0]
 [0 2 2]
 [0 0 2]]","[[0 2 0 8 0 8]
 [0 2 2 0 0 8]
 [0 0 2 0 8 8]]","['isinstance', 'tuple', 'asindices', 'ofcolor', 'difference', 'edge', 'sfilter', 'size', 'canvas', 'shape', 'fill', 'vmirror', 'branch', 'hconcat']"
167,"[[2 0 0 0 0 0]
 [2 2 2 0 0 0]
 [0 0 2 0 0 0]
 [0 2 2 2 0 0]
 [0 0 2 2 0 0]
 [2 2 0 0 0 0]
 [2 2 2 2 2 0]
 [2 0 0 0 0 0]]","[[8 8 8 8 8 0 2 0 0 0 0 0]
 [8 8 8 0 0 0 2 2 2 0 0 0]
 [8 8 8 0 8 8 0 0 2 0 0 0]
 [8 8 0 0 0 8 0 2 2 2 0 0]
 [8 8 0 0 8 8 0 0 2 2 0 0]
 [8 8 8 8 0 0 2 2 0 0 0 0]
 [8 0 0 0 0 0 2 2 2 2 2 0]
 [8 8 8 8 8 0 2 0 0 0 0 0]]","['isinstance', 'tuple', 'asindices', 'ofcolor', 'difference', 'edge', 'sfilter', 'size', 'canvas', 'shape', 'fill', 'vmirror', 'branch', 'hconcat']"
168,"[[2 2 0]
 [2 0 0]
 [2 2 0]]","[[8 0 0 2 2 0]
 [8 8 0 2 0 0]
 [8 0 0 2 2 0]]","['isinstance', 'tuple', 'asindices', 'ofcolor', 'difference', 'edge', 'sfilter', 'size', 'canvas', 'shape', 'fill', 'vmirror', 'branch', 'hconcat']"
169,"[[0 0 0 0 0]
 [0 0 0 0 2]
 [0 0 0 2 0]
 [0 0 2 0 2]
 [0 2 2 2 2]
 [0 0 0 0 2]
 [0 0 2 2 0]
 [0 0 0 0 2]
 [0 0 0 2 2]
 [0 0 0 0 0]]","[[0 0 0 0 0 8 8 8 8 8]
 [0 0 0 0 2 0 8 8 8 8]
 [0 0 0 2 0 8 0 8 8 8]
 [0 0 2 0 2 0 8 0 8 8]
 [0 2 2 2 2 0 0 0 0 8]
 [0 0 0 0 2 0 8 8 8 8]
 [0 0 2 2 0 8 0 0 8 8]
 [0 0 0 0 2 0 8 8 8 8]
 [0 0 0 2 2 0 0 8 8 8]
 [0 0 0 0 0 8 8 8 8 8]]","['isinstance', 'tuple', 'asindices', 'ofcolor', 'difference', 'edge', 'sfilter', 'size', 'canvas', 'shape', 'fill', 'vmirror', 'branch', 'hconcat']"
170,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 2 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 3 3 0 3 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 3 3 0 3 3 0 0 0]
 [0 0 0 0 0 0 0 0 3 0 3 3 3 0 3 0 0]
 [4 0 0 4 0 0 0 0 0 0 3 0 3 0 0 0 0]
 [4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0]
 [0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 1 0 0 0]
 [0 0 1 1 1 0 0]
 [0 1 1 0 1 1 0]
 [1 1 0 0 0 1 1]
 [0 1 1 0 1 1 0]
 [0 0 0 1 0 0 0]]","['tuple', 'objects', 'sfilter', 'normalize', 'vmirror', 'first', 'crop', 'ulcorner', 'shape']"
